scientificName,canonicalName,authorship,family
"Vulpes praecorsac Kormos, 1932",Vulpes praecorsac,"Kormos, 1932",Canidae
"Vulpes praeglacialis (Kormos, 1932)",Vulpes praeglacialis,"(Kormos, 1932) ",Canidae
"Vulpes qiuzhudingi Wang, Tseng, Li, Takeuchi & Xie, 2014",Vulpes qiuzhudingi,"Wang, Tseng, Li, Takeuchi & Xie, 2014",Canidae
"Vulpes riffautae Bonis et al., 2007",Vulpes riffautae,"Bonis et al., 2007",Canidae
"Vulpes rooki Bartolini Lucenti, 2021",Vulpes rooki,"Bartolini Lucenti, 2021",Canidae
"Vulpes rueppellii (Schinz, 1825)",Vulpes rueppellii,"(Schinz, 1825) ",Canidae
"Vulpes stenognathus Savage, 1941",Vulpes stenognathus,"Savage, 1941",Canidae
"Vulpes velox (Say, 1823)",Vulpes velox,"(Say, 1823) ",Canidae
"Vulpes vulgaris Oken, 1816",Vulpes vulgaris,"Oken, 1816",Canidae
"Vulpes vulpes (Linnaeus, 1758)",Vulpes vulpes,"(Linnaeus, 1758) ",Canidae
"Vulpes zerda (Zimmermann, 1780)",Vulpes zerda,"(Zimmermann, 1780) ",Canidae
"Canis texanus (Troxell, 1915)",Canis texanus,"(Troxell, 1915) ",Canidae
"Xenocyon dubius Teilhard de Chardin, 1940",Xenocyon dubius,"Teilhard de Chardin, 1940",Canidae
"Xenocyon lycaonoides Kretzoï, 1938",Xenocyon lycaonoides,"Kretzoï, 1938",Canidae
"Acinonyx aicha Geraads, 1997",Acinonyx aicha,"Geraads, 1997",Felidae
Acinonyx guttatus,Acinonyx guttatus,,Felidae
"Acinonyx hecki Hilzheimer, 1913",Acinonyx hecki,"Hilzheimer, 1913",Felidae
"Acinonyx jubatus (Schreber, 1775)",Acinonyx jubatus,"(Schreber, 1775) ",Felidae
"Acinonyx pardinensis Croizet & Joubert, 1928",Acinonyx pardinensis,"Croizet & Joubert, 1928",Felidae
"Acinonyx raddei Hilzheimer, 1913",Acinonyx raddei,"Hilzheimer, 1913",Felidae
"Acinonyx venator Brookes, 1828",Acinonyx venator,"Brookes, 1828",Felidae
"Adelphailurus kansensis Hibbard, 1934",Adelphailurus kansensis,"Hibbard, 1934",Felidae
"Amphimachairodus alvarezi Ruiz-Ramoni, Rincón & Montellano-Ballesteros, 2019",Amphimachairodus alvarezi,"Ruiz-Ramoni, Rincón & Montellano-Ballesteros, 2019",Felidae
"Amphimachairodus giganteus Kretzoi, 1929",Amphimachairodus giganteus,"Kretzoi, 1929",Felidae
"Amphimachairodus hezhengensis Jiangzuo, Werdelin, Sanisidro, Yang, Fu, Li, Wang & Deng, 2023",Amphimachairodus hezhengensis,"Jiangzuo, Werdelin, Sanisidro, Yang, Fu, Li, Wang & Deng, 2023",Felidae
"Amphimachairodus horribilis Schlosser, 1903",Amphimachairodus horribilis,"Schlosser, 1903",Felidae
"Machairodus coloradensis (Cook, 1922)",Machairodus coloradensis,"(Cook, 1922) ",Felidae
"Archaelurus debilis (Cope, 1879)",Archaelurus debilis,"(Cope, 1879) ",Felidae
"Caracal caracal (Schreber, 1776)",Caracal caracal,"(Schreber, 1776) ",Felidae
"Caracal melanotis Gray, 1843",Caracal melanotis,"Gray, 1843",Felidae
"Catopuma badia (Gray, 1874)",Catopuma badia,"(Gray, 1874) ",Felidae
"Catopuma temminckii (Vigors & Horsfield, 1827)",Catopuma temminckii,"(Vigors & Horsfield, 1827) ",Felidae
"Diamantofelis ferox Morales et al., 1998",Diamantofelis ferox,"Morales et al., 1998",Felidae
"Diamantofelis minor (Morales et al., 1998)",Diamantofelis minor,"(Morales et al., 1998) ",Felidae
"Dinofelis abeli Zdansky, 1924",Dinofelis abeli,"Zdansky, 1924",Felidae
"Panthera palaeoonca (Meade, 1945)",Panthera palaeoonca,"(Meade, 1945) ",Felidae
"Machaerodus niobrarensis Thorpe, 1922",Machaerodus niobrarensis,"Thorpe, 1922",Felidae
"Felis antediluviana Kaup, 1833",Felis antediluviana,"Kaup, 1833",Felidae
"Felis aphanista Kaup, 1833",Felis aphanista,"Kaup, 1833",Felidae
"Felis arundivaza Hollister, 1911",Felis arundivaza,"Hollister, 1911",Felidae
"Felis atrox Leidy, 1853",Felis atrox,"Leidy, 1853",Felidae
"Felis attica Wagner, 1857",Felis attica,"Wagner, 1857",Felidae
"Felis bieti Milne-Edwards, 1892",Felis bieti,"Milne-Edwards, 1892",Felidae
"Felis borealis Thunberg, 1798",Felis borealis,"Thunberg, 1798",Felidae
"Felis cafra Desmarest, 1822",Felis cafra,"Desmarest, 1822",Felidae
"Felis catus Linnaeus, 1758",Felis catus,"Linnaeus, 1758",Felidae
"Felis chaus Guldenstaedt, 1776",Felis chaus,"Guldenstaedt, 1776",Felidae
"Felis chaus Schreber, 1777",Felis chaus,"Schreber, 1777",Felidae
"Felis crassidens Broom, 1948",Felis crassidens,"Broom, 1948",Felidae
"Felis fearonii Smith, 1834",Felis fearonii,"Smith, 1834",Felidae
"Felis fontanierii Milne-Edwards, 1867",Felis fontanierii,"Milne-Edwards, 1867",Felidae
"Felis gombaszoegensis Kretzoi, 1938",Felis gombaszoegensis,"Kretzoi, 1938",Felidae
"Felis grampia Miller, 1907",Felis grampia,"Miller, 1907",Felidae
"Felis guttata Hermann, 1804",Felis guttata,"Hermann, 1804",Felidae
"Felis haussa Thomas & Hinton, 1921",Felis haussa,"Thomas & Hinton, 1921",Felidae
"Felis ingrami Bonhote, 1903",Felis ingrami,"Bonhote, 1903",Felidae
"Felis irionwtensis Imaizumi, 1967",Felis irionwtensis,"Imaizumi, 1967",Felidae
"Felis jaguar Link, 1795",Felis jaguar,"Link, 1795",Felidae
"Felis lanea Sclater, 1877",Felis lanea,"Sclater, 1877",Felidae
"Felis leopardus Schreber, 1775",Felis leopardus,"Schreber, 1775",Felidae
"Felis longicaudata Valenciennes, 1856",Felis longicaudata,"Valenciennes, 1856",Felidae
"Felis lunensis Martelli, 1906",Felis lunensis,"Martelli, 1906",Felidae
"Felis manul Pallas, 1776",Felis manul,"Pallas, 1776",Felidae
"Felis margarita Loche, 1858",Felis margarita,"Loche, 1858",Felidae
"Felis maxima Scott & Osborn, 1890",Felis maxima,"Scott & Osborn, 1890",Felidae
"Felis megabalica Heuglin, 1863",Felis megabalica,"Heuglin, 1863",Felidae
"Felis neglecta Gray, 1838",Felis neglecta,"Gray, 1838",Felidae
"Felis nigra Erxleben, 1777",Felis nigra,"Erxleben, 1777",Felidae
"Felis nigripectus Hodgson, 1842",Felis nigripectus,"Hodgson, 1842",Felidae
"Felis nigripes Burchell, 1824",Felis nigripes,"Burchell, 1824",Felidae
"Felis obscura Hendey, 1974",Felis obscura,"Hendey, 1974",Felidae
"Felis ocreata Gmelin, 1791",Felis ocreata,"Gmelin, 1791",Felidae
"Felis palaeopardus Gray, 1867",Felis palaeopardus,"Gray, 1867",Felidae
"Felis panthera Schreber, 1775",Felis panthera,"Schreber, 1775",Felidae
"Felis pardoides Owen, 1846",Felis pardoides,"Owen, 1846",Felidae
"Felis platensis Ameghino, 1889",Felis platensis,"Ameghino, 1889",Felidae
"Felis poecilura Valenciennes, 1856",Felis poecilura,"Valenciennes, 1856",Felidae
"Felis prisca Kaup, 1833",Felis prisca,"Kaup, 1833",Felidae
"Felis propampina Kraglievich, 1934",Felis propampina,"Kraglievich, 1934",Felidae
"Felis proplatensis Ameghino, 1904",Felis proplatensis,"Ameghino, 1904",Felidae
"Felis propuma Ameghino, 1904",Felis propuma,"Ameghino, 1904",Felidae
"Felis pumoides Castellanos, 1958",Felis pumoides,"Castellanos, 1958",Felidae
"Felis rexroadensis (Stephens, 1959)",Felis rexroadensis,"(Stephens, 1959) ",Felidae
"Felis servalina Ogilby, 1839",Felis servalina,"Ogilby, 1839",Felidae
"Felis silvestris Schreber, 1777",Felis silvestris,"Schreber, 1777",Felidae
"Felis spec Linnaeus, 1758",Felis spec,"Linnæus, 1758",Felidae
"Felis studeri (Savage, 1960)",Felis studeri,"(Savage, 1960) ",Felidae
"Felis sucuacuara Liais, 1872",Felis sucuacuara,"Liais, 1872",Felidae
"Felis tartessia Miller, 1907",Felis tartessia,"Miller, 1907",Felidae
"Felis tenasserimensis Gray, 1867",Felis tenasserimensis,"Gray, 1867",Felidae
"Felis tingia Lyon, 1908",Felis tingia,"Lyon, 1908",Felidae
"Felis toscana Schaub, 1949",Felis toscana,"Schaub, 1949",Felidae
"Felis trumani (Orr, 1969)",Felis trumani,"(Orr, 1969) ",Felidae
"Felis tulliana Valenciennes, 1856",Felis tulliana,"Valenciennes, 1856",Felidae
Felis undefined,Felis undefined,,Felidae
"Felis villosa Bonhote, 1903",Felis villosa,"Bonhote, 1903",Felidae
Felis youngi Pei,Felis youngi,Pei,Felidae
"Dinobastis serus (Cope, 1893)",Dinobastis serus,"(Cope, 1893) ",Felidae
"Homotherium latidens (Owen, 1846)",Homotherium latidens,"(Owen, 1846) ",Felidae
"Homotherium sainzelli Aymard, 1853",Homotherium sainzelli,"Aymard, 1853",Felidae
"Homotherium ultimum Teilhard, 1936",Homotherium ultimum,"Teilhard, 1936",Felidae
"Homotherium venezuelensis Rincón et al., 2011",Homotherium venezuelensis,"Rincón et al., 2011",Felidae
"Ischyrosmilus crusafonti (Schultz & Martin, 1970)",Ischyrosmilus crusafonti,"(Schultz & Martin, 1970) ",Felidae
"Ischyrosmilus idahoensis (Merriam, 1918)",Ischyrosmilus idahoensis,"(Merriam, 1918) ",Felidae
"Ischyrosmilus johnstoni (Mawby, 1965)",Ischyrosmilus johnstoni,"(Mawby, 1965) ",Felidae
"Machaerodus ischyrus (Merriam, 1905)",Machaerodus ischyrus,"(Merriam, 1905) ",Felidae
"Katifelis nightingalei Adrian, Werdelin & Grossman, 2018",Katifelis nightingalei,"Adrian, Werdelin & Grossman, 2018",Felidae
"Felis vorohuensis (Berta, 1983)",Felis vorohuensis,"(Berta, 1983) ",Felidae
"Leopardus braccatus (Cope, 1889)",Leopardus braccatus,"(Cope, 1889) ",Felidae
"Leopardus colocolo (Molina, 1782)",Leopardus colocolo,"(Molina, 1782) ",Felidae
"Leopardus ellioti Gray, 1842",Leopardus ellioti,"Gray, 1842",Felidae
"Leopardus geoffroyi (d'Orbigny & Gervais, 1844)",Leopardus geoffroyi,"(d'Orbigny & Gervais, 1844) ",Felidae
"Leopardus guigna (Molina, 1782)",Leopardus guigna,"(Molina, 1782) ",Felidae
"Leopardus guttulus (Hensel, 1872)",Leopardus guttulus,"(Hensel, 1872) ",Felidae
"Leopardus hernandesii Gray, 1857",Leopardus hernandesii,"Gray, 1857",Felidae
"Leopardus jacobitus (Cornalia, 1865)",Leopardus jacobitus,"(Cornalia, 1865) ",Felidae
"Leopardus japonensis Gray, 1862",Leopardus japonensis,"Gray, 1862",Felidae
"Leopardus pajeros (Desmarest, 1816)",Leopardus pajeros,"(Desmarest, 1816) ",Felidae
"Leopardus pardalis (Linnaeus, 1758)",Leopardus pardalis,"(Linnaeus, 1758) ",Felidae
"Leopardus perniger Gray, 1863",Leopardus perniger,"Gray, 1863",Felidae
"Leopardus pictus Gray, 1842",Leopardus pictus,"Gray, 1842",Felidae
"Leopardus poliopardus Brehm, 1863",Leopardus poliopardus,"Brehm, 1863",Felidae
"Leopardus tigrinus (Schreber, 1775)",Leopardus tigrinus,"(Schreber, 1775) ",Felidae
"Leopardus wiedii (Schinz, 1821)",Leopardus wiedii,"(Schinz, 1821) ",Felidae
"Leptailurus serval (Schreber, 1776)",Leptailurus serval,"(Schreber, 1776) ",Felidae
"Lokotunjailurus emageritus Werdelin, 2003",Lokotunjailurus emageritus,"Werdelin, 2003",Felidae
"Longchuansmilus xingyongi Jiangzuo, 2022",Longchuansmilus xingyongi,"Jiangzuo, 2022",Felidae
"Felis issiodorensis (Croizet & Jobert, 1828)",Felis issiodorensis,"(Croizet & Jobert, 1828) ",Felidae
"Felis longignathus (Shotwell, 1956)",Felis longignathus,"(Shotwell, 1956) ",Felidae
"Felis lybiensis Kerr, 1792",Felis lybiensis,"Kerr, 1792",Felidae
"Felis montana Kerr, 1792",Felis montana,"Kerr, 1792",Felidae
"Felis nubiensis Kerr, 1792",Felis nubiensis,"Kerr, 1792",Felidae
"Felis proterolyncis (Savage, 1941)",Felis proterolyncis,"(Savage, 1941) ",Felidae
"Felis vulgaris Kerr, 1792",Felis vulgaris,"Kerr, 1792",Felidae
"Lynx canadensis Kerr, 1792",Lynx canadensis,"Kerr, 1792",Felidae
Lynx fasciatus,Lynx fasciatus,,Felidae
"Lynx lynx (Linnaeus, 1758)",Lynx lynx,"(Linnaeus, 1758) ",Felidae
"Lynx pardella Miller, 1907",Lynx pardella,"Miller, 1907",Felidae
"Lynx pardinus (Temminck, 1827)",Lynx pardinus,"(Temminck, 1827) ",Felidae
"Lynx rufus (Schreber, 1777)",Lynx rufus,"(Schreber, 1777) ",Felidae
"Lynx spelaea (Boule, 1906)",Lynx spelaea,"(Boule, 1906) ",Felidae
"Lynx texensis Allen, 1895",Lynx texensis,"Allen, 1895",Felidae
"Lynx vulgaris Kerr, 1792",Lynx vulgaris,"Kerr, 1792",Felidae
"Machairodus africanus Arambourg, 1979",Machairodus africanus,"Arambourg, 1979",Felidae
"Machairodus catocopis (Cope, 1887)",Machairodus catocopis,"(Cope, 1887) ",Felidae
"Machairodus giganteus (Wagner, 1848)",Machairodus giganteus,"(Wagner, 1848) ",Felidae
"Machairodus irtyschensis Orlov, 1936",Machairodus irtyschensis,"Orlov, 1936",Felidae
"Machairodus ischimicus Orlov, 1936",Machairodus ischimicus,"Orlov, 1936",Felidae
"Machairodus kabir Peigne et al., 2005",Machairodus kabir,"Peigne et al., 2005",Felidae
"Machairodus kurteni Sotnikova, 1991",Machairodus kurteni,"Sotnikova, 1991",Felidae
"Machairodus lahayishupup Orcutt & Calede, 2021",Machairodus lahayishupup,"Orcutt & Calede, 2021",Felidae
"Machairodus necator Gervais, 1880",Machairodus necator,"Gervais, 1880",Felidae
"Machairodus schlosseri Weithofer, 1888",Machairodus schlosseri,"Weithofer, 1888",Felidae
"Felis ogygia (Kaup, 1833)",Felis ogygia,"(Kaup, 1833) ",Felidae
"Machairodus hesperus (Gazin, 1933)",Machairodus hesperus,"(Gazin, 1933) ",Felidae
"Megantereon eurynodon Ewer, 1955",Megantereon eurynodon,"Ewer, 1955",Felidae
"Megantereon falconeri Pomel, 1853",Megantereon falconeri,"Pomel, 1853",Felidae
"Megantereon gracilis Broom & Schepers, 1946",Megantereon gracilis,"Broom & Schepers, 1946",Felidae
"Megantereon inexpectatus Teilhard de Chardin, 1939",Megantereon inexpectatus,"Teilhard de Chardin, 1939",Felidae
"Megantereon megantereon (Croizet & Jobert, 1828)",Megantereon megantereon,"(Croizet & Jobert, 1828) ",Felidae
"Megantereon nihowanensis Teilhard de Chardin & Piveteau, 1930",Megantereon nihowanensis,"Teilhard de Chardin & Piveteau, 1930",Felidae
"Megantereon whitei Broom, 1937",Megantereon whitei,"Broom, 1937",Felidae
"Ursus cultridens (Cuvier, 1824)",Ursus cultridens,"(Cuvier, 1824) ",Felidae
"Metailurus parvulus Hensel, 1862",Metailurus parvulus,"Hensel, 1862",Felidae
"Neofelis diardi (G.Cuvier, 1823)",Neofelis diardi,"(G.Cuvier, 1823) ",Felidae
"Neofelis nebulosa (Griffith, 1821)",Neofelis nebulosa,"(Griffith, 1821) ",Felidae
"Nimravides galiani Baskin, 1981",Nimravides galiani,"Baskin, 1981",Felidae
"Pseudaelurus hibbardi (Dalquest, 1969)",Pseudaelurus hibbardi,"(Dalquest, 1969) ",Felidae
"Pseudaelurus pedionomus (Macdonald, 1948)",Pseudaelurus pedionomus,"(Macdonald, 1948) ",Felidae
"Pseudaelurus thinobates (Macdonald, 1948)",Pseudaelurus thinobates,"(Macdonald, 1948) ",Felidae
"Panthera antiquorum Fitzinger, 1868",Panthera antiquorum,"Fitzinger, 1868",Felidae
"Panthera balamoides Stinnesbeck et al., 2018",Panthera balamoides,"Stinnesbeck et al., 2018",Felidae
"Panthera blytheae Tseng et al., 2013",Panthera blytheae,"Tseng et al., 2013",Felidae
"Panthera gombaszoegensis Kretzoï, 1938",Panthera gombaszoegensis,"Kretzoï, 1938",Felidae
"Panthera hanensis Matschie, 1908",Panthera hanensis,"Matschie, 1908",Felidae
"Panthera leo (Linnaeus, 1758)",Panthera leo,"(Linnaeus, 1758) ",Felidae
"Panthera onca (Linnaeus, 1758)",Panthera onca,"(Linnaeus, 1758) ",Felidae
"Panthera palaeosinensis Qiu et al., 2004",Panthera palaeosinensis,"Qiu et al., 2004",Felidae
"Panthera pardus (Linnaeus, 1758)",Panthera pardus,"(Linnaeus, 1758) ",Felidae
"Panthera spelaea (Goldfuss, 1810)",Panthera spelaea,"(Goldfuss, 1810) ",Felidae
"Panthera tigris (Linnaeus, 1758)",Panthera tigris,"(Linnaeus, 1758) ",Felidae
"Panthera zdanskyi Mazák, Christiansen & Kitchener, 2011",Panthera zdanskyi,"Mazák, Christiansen & Kitchener, 2011",Felidae
"Machairodus maximiliani (Zdansky, 1924)",Machairodus maximiliani,"(Zdansky, 1924) ",Felidae
"Machairodus orientalis (Kittl, 1887)",Machairodus orientalis,"(Kittl, 1887) ",Felidae
"Pardofelis marmorata (Martin, 1837)",Pardofelis marmorata,"(Martin, 1837) ",Felidae
"Pratifelis martini Hibbard, 1934",Pratifelis martini,"Hibbard, 1934",Felidae
"Prionailurus bengalensis (Kerr, 1792)",Prionailurus bengalensis,"(Kerr, 1792) ",Felidae
"Prionailurus iriomotensis (Imaizumi, 1967)",Prionailurus iriomotensis,"(Imaizumi, 1967) ",Felidae
"Prionailurus planiceps (Vigors & Horsfield, 1827)",Prionailurus planiceps,"(Vigors & Horsfield, 1827) ",Felidae
"Prionailurus rubiginosus (I.Geoffroy Saint-Hilaire, 1831)",Prionailurus rubiginosus,"(I.Geoffroy Saint-Hilaire, 1831) ",Felidae
"Prionailurus viverrinus (Bennett, 1833)",Prionailurus viverrinus,"(Bennett, 1833) ",Felidae
"Proailurus lemanensis Filhol, 1879",Proailurus lemanensis,"Filhol, 1879",Felidae
"Profelis aurata (Temminck, 1827)",Profelis aurata,"(Temminck, 1827) ",Felidae
"Felis intrepidus (Leidy, 1858)",Felis intrepidus,"(Leidy, 1858) ",Felidae
"Felis quadridentata (de Blainville, 1843)",Felis quadridentata,"(de Blainville, 1843) ",Felidae
"Lynx stouti (Schultz & Martin, 1972)",Lynx stouti,"(Schultz & Martin, 1972) ",Felidae
"Pseudaelurus aeluroides Macdonald, 1954",Pseudaelurus aeluroides,"Macdonald, 1954",Felidae
"Pseudaelurus africanus (Andrews, 1914)",Pseudaelurus africanus,"(Andrews, 1914) ",Felidae
"Pseudaelurus cuspidatus Wang et al., 1998",Pseudaelurus cuspidatus,"Wang et al., 1998",Felidae
"Pseudaelurus guangheensis Cao et al., 1990",Pseudaelurus guangheensis,"Cao et al., 1990",Felidae
"Pseudaelurus lorteti Gaillard, 1899",Pseudaelurus lorteti,"Gaillard, 1899",Felidae
"Pseudaelurus marshi Thorpe, 1922",Pseudaelurus marshi,"Thorpe, 1922",Felidae
"Pseudaelurus romieviensis Roman & Viret, 1934",Pseudaelurus romieviensis,"Roman & Viret, 1934",Felidae
"Pseudaelurus skinneri Rothwell, 2003",Pseudaelurus skinneri,"Rothwell, 2003",Felidae
"Pseudaelurus turnauensis Hoernes, 1882",Pseudaelurus turnauensis,"Hoernes, 1882",Felidae
"Pseudaelurus validus Rothwell, 2001",Pseudaelurus validus,"Rothwell, 2001",Felidae
"Pseudailurus africanus (Andrews, 1914)",Pseudailurus africanus,"(Andrews, 1914) ",Felidae
"Felis lacustris (Gazin, 1933)",Felis lacustris,"(Gazin, 1933) ",Felidae
"Puma concolor (Linnaeus, 1771)",Puma concolor,"(Linnaeus, 1771) ",Felidae
"Puma yagouaroundi (_.Geoffroy Saint-Hilaire, 1803)",Puma yagouaroundi,"(_.Geoffroy Saint-Hilaire, 1803) ",Felidae
"Rhizosmilodon fiteae Wallace & Hulbert, 2013",Rhizosmilodon fiteae,"Wallace & Hulbert, 2013",Felidae
"Sivapanthera arvernensis Croizet & Jobert, 1828",Sivapanthera arvernensis,"Croizet & Jobert, 1828",Felidae
"Felis fatalis (Leidy, 1868)",Felis fatalis,"(Leidy, 1868) ",Felidae
"Smilodon crucians Ameghino, 1904",Smilodon crucians,"Ameghino, 1904",Felidae
"Smilodon gracilis (Cope, 1880)",Smilodon gracilis,"(Cope, 1880) ",Felidae
"Smilodon populator Lund, 1842",Smilodon populator,"Lund, 1842",Felidae
"Smilodontidion riggii (Kraglievich, 1948)",Smilodontidion riggii,"(Kraglievich, 1948) ",Felidae
"Styriofelis vallesiensis Salesa, Antón, Morales & Peigné, 2012",Styriofelis vallesiensis,"Salesa, Antón, Morales & Peigné, 2012",Felidae
"Uncia uncia (Schreber, 1775)",Uncia uncia,"(Schreber, 1775) ",Felidae
"Xenosmilus hodsonae Martin et al., 2000",Xenosmilus hodsonae,"Martin et al., 2000",Felidae
"Metailurus minor (Zdansky, 1924)",Metailurus minor,"(Zdansky, 1924) ",Felidae
"Yoshi garevskii Spassov & Geraads, 2015",Yoshi garevskii,"Spassov & Geraads, 2015",Felidae
"Adelpharctos ginsburgi de Bonis, 2011",Adelpharctos ginsburgi,"de Bonis, 2011",Ursidae
"Adelpharctos mirus De Bonis, 1971",Adelpharctos mirus,"De Bonis, 1971",Ursidae
"Agriarctos nikolovi Jiangzuo & Spassov, 2022",Agriarctos nikolovi,"Jiangzuo & Spassov, 2022",Ursidae
"Agriotherium africanum Hendey, 1972",Agriotherium africanum,"Hendey, 1972",Ursidae
"Agriotherium hendeyi Jiangzuo & Flynn, 2019",Agriotherium hendeyi,"Jiangzuo & Flynn, 2019",Ursidae
"Agriotherium inexpetans Qiu et al., 1991",Agriotherium inexpetans,"Qiu et al., 1991",Ursidae
"Agriotherium schneideri Sellards, 1916",Agriotherium schneideri,"Sellards, 1916",Ursidae
"Agriotherium sivalensis Cautley & Falconer, 1836",Agriotherium sivalensis,"Cautley & Falconer, 1836",Ursidae
"Hyaenarctos gregoryi (Frick, 1926)",Hyaenarctos gregoryi,"(Frick, 1926) ",Ursidae
"Hyaenarctos insignis (Gervais, 1853)",Hyaenarctos insignis,"(Gervais, 1853) ",Ursidae
"Aelureidopus baconi (Woodward, 1915)",Aelureidopus baconi,"(Woodward, 1915) ",Ursidae
"Aeluropus fovealis (Matthew & Granger, 1923)",Aeluropus fovealis,"(Matthew & Granger, 1923) ",Ursidae
"Ailuropoda melanoleuca (David, 1869)",Ailuropoda melanoleuca,"(David, 1869) ",Ursidae
"Ailuropoda microta Pei, 1962",Ailuropoda microta,"Pei, 1962",Ursidae
"Arctodus floridanus Gidley, 1928",Arctodus floridanus,"Gidley, 1928",Ursidae
"Arctodus pristinus Leidy, 1854",Arctodus pristinus,"Leidy, 1854",Ursidae
Arctodus simus,Arctodus simus,,Ursidae
"Arctotherium angustidens Gervais & Ameghino, 1880",Arctotherium angustidens,"Gervais & Ameghino, 1880",Ursidae
"Arctotherium brasiliensis Lund, 1804",Arctotherium brasiliensis,"Lund, 1804",Ursidae
"Arctotherium tarijense Ameghino, 1902",Arctotherium tarijense,"Ameghino, 1902",Ursidae
"Arctotherium wingei Ameghino, 1902",Arctotherium wingei,"Ameghino, 1902",Ursidae
"Ursus bonariensis (Gervais, 1852)",Ursus bonariensis,"(Gervais, 1852) ",Ursidae
"Cephalogale brevirostris Croizet, 1845",Cephalogale brevirostris,"Croizet, 1845",Ursidae
"Cephalogale bugtiensis Forster-Cooper, 1923",Cephalogale bugtiensis,"Forster-Cooper, 1923",Ursidae
"Cephalogale geoffroyi Jourdan, 1862",Cephalogale geoffroyi,"Jourdan, 1862",Ursidae
"Cephalogale gergoviensis Viret, 1929",Cephalogale gergoviensis,"Viret, 1929",Ursidae
"Cephalogale ginesticus Kuss, 1962",Cephalogale ginesticus,"Kuss, 1962",Ursidae
"Cephalogale meschethense Gabunia, 1964",Cephalogale meschethense,"Gabunia, 1964",Ursidae
"Cephalogale ursinus Bonis, 1973",Cephalogale ursinus,"Bonis, 1973",Ursidae
"Phoberogale shareri (Wang et al., 2009)",Phoberogale shareri,"(Wang et al., 2009) ",Ursidae
"Cyonarctos dessei de Bonis, 2013",Cyonarctos dessei,"de Bonis, 2013",Ursidae
"Dinocyon aurelianensis Frick, 1926",Dinocyon aurelianensis,"Frick, 1926",Ursidae
"Dinocyon sansaniensis Frick, 1926",Dinocyon sansaniensis,"Frick, 1926",Ursidae
"Dinocyon thenardi Jourdan, 1861",Dinocyon thenardi,"Jourdan, 1861",Ursidae
